查询,命中,国家,省份,城市,地区,区域编码,城市编码,经度,纬度,匹配级别,已查
黑龙江省实验中学,黑龙江省哈尔滨市南岗区黑龙江省实验中学,中国,黑龙江省,哈尔滨市,南岗区,230103,451,126.646085,45.749518,兴趣点,1
佳木斯市第一中学,黑龙江省佳木斯市向阳区佳木斯市第一中学,中国,黑龙江省,佳木斯市,向阳区,230803,454,130.358585,46.803337,兴趣点,1
大庆第一中学,黑龙江省大庆市让胡路区大庆第一中学,中国,黑龙江省,大庆市,让胡路区,230604,459,124.904221,46.613816,兴趣点,1
武汉实验外国语学校,湖北省武汉市蔡甸区武汉实验外国语学校,中国,湖北省,武汉市,蔡甸区,420114,27,114.184132,30.515701,兴趣点,1
海南省文昌中学,海南省文昌中学,中国,海南省,,,460000,,110.766771,19.60701,省,1
九江市第一中学,江西省九江市浔阳区九江市第一中学,中国,江西省,九江市,浔阳区,360403,792,115.993717,29.711007,兴趣点,1
芜湖市第一中学,安徽省芜湖市鸠江区芜湖市第一中学,中国,安徽省,芜湖市,鸠江区,340207,553,118.43336,31.360432,兴趣点,1
华东师范大学第二附属中学,上海市浦东新区华东师范大学第二附属中学,中国,上海市,上海市,浦东新区,310115,21,121.591123,31.200931,兴趣点,1
芜湖市第十二中学,安徽省芜湖市弋江区芜湖市第十二中学,中国,安徽省,芜湖市,弋江区,340209,553,118.370566,31.300038,兴趣点,1
芜湖田家炳实验中学,安徽省芜湖市镜湖区田家炳实验中学,中国,安徽省,芜湖市,镜湖区,340202,553,118.370404,31.359807,兴趣点,1
北京师范大学芜湖附属学校,安徽省芜湖市三山区北京师范大学芜湖附属学校,中国,安徽省,芜湖市,弋江区,340209,553,118.213893,31.239627,兴趣点,1
湾沚区第一中学,安徽省芜湖市芜湖县芜湖县一中,中国,安徽省,芜湖市,湾沚区,340210,553,118.585226,31.130986,兴趣点,1
北京市第四中学,北京市西城区北京市第七中学,中国,北京市,北京市,西城区,110102,10,116.383989,39.952229,兴趣点,1
清华大学附属学校,北京市海淀区清华大学,中国,北京市,北京市,海淀区,110108,10,116.326582,40.002436,兴趣点,1
余江区第一中学,江西省鹰潭市余江县第一中学,中国,江西省,鹰潭市,余江区,360603,701,116.835648,28.200215,兴趣点,1
福建省莆田第一中学,福建省莆田市城厢区莆田第一中学,中国,福建省,莆田市,城厢区,350302,594,119.006627,25.416781,兴趣点,1
福建师范大学附属中学,福建省福州市仓山区福建师范大学附属中学,中国,福建省,福州市,仓山区,350104,591,119.313319,26.041667,兴趣点,1
福建省漳州第一中学,福建省漳州市芗城区漳州第一中学,中国,福建省,漳州市,芗城区,350602,596,117.650561,24.5142,兴趣点,1
福建省龙岩第一中学,福建省龙岩市新罗区龙岩第一中学,中国,福建省,龙岩市,新罗区,350802,597,117.031034,25.102405,兴趣点,1
长沙市明德中学,湖南省长沙市天心区明德中学,中国,湖南省,长沙市,天心区,430103,731,112.970553,28.118636,兴趣点,1
麓山国际实验学校,湖南省长沙市岳麓区麓山国际实验学校,中国,湖南省,长沙市,岳麓区,430104,731,112.951251,28.206242,兴趣点,1
株洲市第二中学,湖南省株洲市天元区株洲市第二中学,中国,湖南省,株洲市,天元区,430211,733,113.085313,27.796035,兴趣点,1
湖南省石门县第一中学,湖南省常德市石门县石门县第一中学,中国,湖南省,常德市,石门县,430726,736,111.426881,29.589944,兴趣点,1
岳阳市第一中学,湖南省岳阳市岳阳楼区岳阳市第一中学,中国,湖南省,岳阳市,岳阳楼区,430602,730,113.095506,29.384603,兴趣点,1
海南华侨中学,海南省海口市龙华区华侨中学,中国,海南省,海口市,龙华区,460106,898,110.323292,20.018508,兴趣点,1
海口市第一中学,海南省海口市龙华区海口市第一中学,中国,海南省,海口市,龙华区,460106,898,110.33622,20.039362,兴趣点,1
海南省农垦实验中学,海南省保亭黎族苗族自治县农垦实验中学,中国,海南省,[],保亭黎族苗族自治县,469029,,109.569173,18.738794,兴趣点,1
琼海市嘉积中学,海南省琼海市嘉积中学,中国,海南省,[],琼海市,469002,,110.468575,19.24424,兴趣点,1
华中师范大学第一附属中学,湖北省武汉市洪山区华中师范大学第一附属中学,中国,湖北省,武汉市,洪山区,420111,27,114.391343,30.453598,兴趣点,1
湖南师大附中海口中学,海南省海口市龙华区海口中学,中国,海南省,海口市,龙华区,460106,898,110.30685,20.02737,兴趣点,1
海南师范大学附属中学,海南省海口市琼山区海南师范大学附属中学,中国,海南省,海口市,琼山区,460107,898,110.341922,19.996238,兴趣点,1
三亚市第一中学,海南省三亚市天涯区三亚市第一中学,中国,海南省,三亚市,天涯区,460204,899,109.501241,18.288724,兴趣点,1
海南市琼山中学,海南省海口市琼山区琼山中学,中国,海南省,海口市,琼山区,460107,898,110.359374,20.001386,兴趣点,1
西安交通大学附属中学,陕西省西安市雁塔区西安交通大学附属中学,中国,陕西省,西安市,雁塔区,610113,29,109.003327,34.224666,兴趣点,1
陕西师范大学附属中学,陕西省西安市雁塔区陕西师范大学附属中学,中国,陕西省,西安市,雁塔区,610113,29,108.960128,34.215598,兴趣点,1
西安市第一中学,陕西省西安市莲湖区西安市第一中学,中国,陕西省,西安市,莲湖区,610104,29,108.918606,34.264526,兴趣点,1
宝鸡中学,陕西省宝鸡市渭滨区宝鸡中学,中国,陕西省,宝鸡市,渭滨区,610302,917,107.216209,34.346966,兴趣点,1
西安市第二十六中学,陕西省西安市碑林区第二十六中学,中国,陕西省,西安市,碑林区,610103,29,108.966229,34.257152,兴趣点,1
西安高级中学,陕西省西安市未央区西安高级中学,中国,陕西省,西安市,未央区,610112,29,108.96849,34.345674,兴趣点,1
海拉尔第二中学,内蒙古自治区呼伦贝尔市海拉尔区海拉尔第二中学,中国,内蒙古自治区,呼伦贝尔市,海拉尔区,150702,470,119.736974,49.215501,兴趣点,1
包钢一中,内蒙古自治区包头市昆都仑区包钢一中,中国,内蒙古自治区,包头市,昆都仑区,150203,472,109.835926,40.627826,兴趣点,1
平煤高级中学,内蒙古自治区赤峰市元宝山区平煤高级中学,中国,内蒙古自治区,赤峰市,元宝山区,150403,476,119.269247,42.040361,兴趣点,1
包头市第九中学,内蒙古自治区包头市昆都仑区包头市第九中学,中国,内蒙古自治区,包头市,昆都仑区,150203,472,109.829471,40.661241,兴趣点,1
北方重工第三中学,内蒙古自治区包头市青山区北方重工第三中学,中国,内蒙古自治区,包头市,青山区,150204,472,109.883127,40.674776,兴趣点,1
郑州市第一中学,河南省郑州市中原区郑州市第一中学,中国,河南省,郑州市,中原区,410102,371,113.560818,34.748301,兴趣点,1
长沙市南雅中学,湖南省长沙市雨花区南雅中学,中国,湖南省,长沙市,雨花区,430111,731,113.050192,28.137482,兴趣点,1
青海湟川中学,青海省西宁市城西区湟川中学,中国,青海省,西宁市,城西区,630104,971,101.699592,36.648006,兴趣点,1
青海师范大学附属中学,青海师范大学附属中学,中国,青海省,西宁市,城北区,630105,971,101.746847,36.647851,兴趣点,1
西宁市第十四中学,青海省西宁市城东区西宁市第十四中学,中国,青海省,西宁市,城东区,630102,971,101.876645,36.570374,兴趣点,1
青海师范大学附属第二中学,青海省西宁市城东区青海师范大学附属第二中学,中国,青海省,西宁市,城东区,630102,971,101.842372,36.580646,兴趣点,1
湟中县第一中学,青海省西宁市湟中县湟中县第一中学,中国,青海省,西宁市,湟中区,630106,971,101.578684,36.49359,兴趣点,1
西宁市第四中学,青海省西宁市城北区西宁市第四中学,中国,青海省,西宁市,城北区,630105,971,101.759224,36.66542,兴趣点,1
乐都县第一中学,青海省海东市乐都区海东市第一中学,中国,青海省,海东市,乐都区,630224,972,102.405822,36.489504,兴趣点,1
互助县第一中学,青海省海东市互助土族自治县互助县第一中学,中国,青海省,海东市,互助土族自治县,630223,972,101.980267,36.836227,兴趣点,1
拉萨中学,西藏自治区拉萨市城关区拉萨中学,中国,西藏自治区,拉萨市,城关区,540102,891,91.112646,29.658359,兴趣点,1
日喀则地区第二高级中学,西藏自治区日喀则地区第二高级中学,中国,西藏自治区,[],[],540202,,88.87059,29.246466,兴趣点,1
林芝地区第一高级中学,西藏自治区林芝地区第一高级中学,中国,西藏自治区,林芝市,,540400,894,94.353909,29.671401,市,1
拉萨北京中学,西藏自治区拉萨市城关区北京中学,中国,西藏自治区,拉萨市,城关区,540102,891,91.129297,29.640802,兴趣点,1
拉萨市第二高级中学,西藏自治区拉萨市城关区拉萨市第二高级中学,中国,西藏自治区,拉萨市,城关区,540102,891,91.244615,29.646065,兴趣点,1
山南地区第二高级中学,西藏自治区山南市乃东区山南地区第二高级中学,中国,西藏自治区,山南市,乃东区,540502,893,91.762209,29.220668,兴趣点,1
日喀则地区上海实验中学,上海市浦东新区上海实验中学,中国,上海市,上海市,浦东新区,310115,21,121.573731,31.233672,兴趣点,1
拉萨市第三高级中学,西藏自治区拉萨市城关区拉萨市第三高级中学,中国,西藏自治区,拉萨市,城关区,540102,891,91.137198,29.657844,兴趣点,1
日喀则地区江孜高级中学,西藏自治区日喀则市江孜县江孜高级中学,中国,西藏自治区,日喀则市,江孜县,540222,892,89.618484,28.903881,兴趣点,1
日喀则地区第一高级中学,西藏自治区日喀则地区第一高级中学,中国,西藏自治区,日喀则市,桑珠孜区,522731,854,88.887222,29.264121,未知,1
包玉刚实验学校,上海市松江区包玉刚实验学校,中国,上海市,上海市,松江区,310117,21,121.191987,31.037302,兴趣点,1
深圳国际交流学院,广东省深圳市福田区深圳国际交流学院,中国,广东省,深圳市,福田区,440304,755,114.062203,22.518405,兴趣点,1
北京顺义国际学校,北京市顺义区顺义国际学校,中国,北京市,北京市,顺义区,110113,10,116.524598,40.079615,兴趣点,1
北京市鼎石学校,北京市顺义区鼎石学校,中国,北京市,北京市,顺义区,110113,10,116.553215,40.113043,兴趣点,1
上海民办平和学校,上海市浦东新区上海市民办平和学校,中国,上海市,上海市,浦东新区,310115,21,121.589868,31.24026,兴趣点,1
华南师范大学附属中学国际部,广东省广州市天河区华南师范大学附属中学,中国,广东省,广州市,天河区,440106,20,113.344441,23.137653,兴趣点,1
人大附中中外合作办学项目（ICC）,北京市海淀区人大附中,中国,北京市,北京市,海淀区,110108,10,116.317417,39.973953,兴趣点,1
北京市海嘉双语学校,北京市顺义区海嘉双语学校,中国,北京市,北京市,顺义区,110113,10,116.530118,40.101392,兴趣点,1
北京京西国际学校,北京市朝阳区北京京西国际学校,中国,北京市,北京市,朝阳区,110105,10,116.515687,40.024023,兴趣点,1
上海市世界外国语中学（世外中学）,上海市徐汇区世界外国语中学,中国,上海市,上海市,徐汇区,310104,21,121.415283,31.149976,兴趣点,1
北京市八一中学,北京市海淀区八一中学,中国,北京市,北京市,海淀区,110108,10,116.303994,39.978505,兴趣点,1
济南外国语学校,山东省济南市天桥区济南外国语学校,中国,山东省,济南市,天桥区,370105,531,116.985756,36.696778,兴趣点,1
太原市外国语学校,山西省太原市外国语学校,中国,山西省,太原市,万柏林区,140109,351,112.522548,37.878842,兴趣点,1
南昌市外国语学校,江西省南昌市外国语学校,中国,江西省,南昌市,红谷滩区,360113,791,115.80377,28.613563,兴趣点,1
广东外语外贸大学附属外国语学校（广外附校）,广东省广州市增城区广东外语外贸大学附属外国语学校,中国,广东省,广州市,增城区,440118,20,113.603472,23.211176,兴趣点,1
重庆市第八中学校,重庆市沙坪坝区重庆市第八中学校,中国,重庆市,重庆市,沙坪坝区,500106,23,106.465232,29.554101,兴趣点,1
重庆市巴蜀中学校,重庆市渝北区巴蜀中学,中国,重庆市,重庆市,渝北区,500112,23,106.563296,29.598914,兴趣点,1
浙江省杭州学军中学,浙江省杭州市西湖区学军中学,中国,浙江省,杭州市,西湖区,330106,571,120.139277,30.278356,兴趣点,1
安徽师范大学附属中学,安徽省芜湖市镜湖区安徽师范大学附属中学,中国,安徽省,芜湖市,镜湖区,340202,553,118.369648,31.341471,兴趣点,1
西北师范大学附属中学,甘肃省兰州市安宁区西北师范大学附属中学,中国,甘肃省,兰州市,安宁区,620105,931,103.748984,36.093483,兴趣点,1
石嘴山市第三中学,宁夏回族自治区石嘴山市大武口区石嘴山三中,中国,宁夏回族自治区,石嘴山市,大武口区,640202,952,106.364649,39.030964,兴趣点,1
银川市第二中学,宁夏回族自治区银川市兴庆区银川市第二中学,中国,宁夏回族自治区,银川市,兴庆区,640104,951,106.286238,38.486817,兴趣点,1
成都石室中学,四川省成都市成华区成都石室中学,中国,四川省,成都市,成华区,510108,28,104.156529,30.700303,兴趣点,1
重庆市南开中学校,重庆市沙坪坝区南开中学,中国,重庆市,重庆市,沙坪坝区,500106,23,106.462094,29.561263,兴趣点,1
山东省青岛第五十八中学,山东省青岛市李沧区青岛第五十八中学,中国,山东省,青岛市,李沧区,370213,532,120.431829,36.157407,兴趣点,1
福建省泉州第五中学,福建省泉州市鲤城区泉州第五中学,中国,福建省,泉州市,鲤城区,350502,595,118.596415,24.907434,兴趣点,1
山东省广饶县第一中学,山东省东营市广饶县广饶县第一中学,中国,山东省,东营市,广饶县,370523,546,118.427069,37.04639,兴趣点,1
四川省绵阳南山中学,四川省绵阳市涪城区南山中学,中国,四川省,绵阳市,涪城区,510703,816,104.762383,31.44563,兴趣点,1
福建省福州第一中学,福建省福州市闽侯县福州第一中学,中国,福建省,福州市,闽侯县,350121,591,119.205996,26.054166,兴趣点,1
景德镇第一中学,江西省景德镇市珠山区景德镇一中,中国,江西省,景德镇市,珠山区,360203,798,117.249155,29.298266,兴趣点,1
武钢三中,湖北省武汉市青山区武钢三中,中国,湖北省,武汉市,青山区,420107,27,114.390051,30.638923,兴趣点,1
福建省泉州市第七中学,福建省泉州市鲤城区泉州市第七中学,中国,福建省,泉州市,鲤城区,350502,595,118.590116,24.894481,兴趣点,1
成都市树德中学,四川省成都市青羊区树德中学,中国,四川省,成都市,青羊区,510105,28,104.056556,30.675091,兴趣点,1
宁波市镇海蛟川书院,浙江省宁波市镇海区镇海蛟川书院,中国,浙江省,宁波市,镇海区,330211,574,121.606312,29.937426,兴趣点,1
东莞市东华高级中学,广东省东莞市东华高级中学,中国,广东省,东莞市,[],441900,769,113.775794,22.989905,兴趣点,1
佛山市南海区石门中学,广东省佛山市南海区黄歧石门中学,中国,广东省,佛山市,南海区,440605,757,113.18562,23.123255,兴趣点,1
江苏省苏州中学,江苏省苏州市姑苏区苏州中学,中国,江苏省,苏州市,姑苏区,320508,512,120.622322,31.295453,兴趣点,1
浙江省衢州第二中学,浙江省衢州市柯城区衢州第二中学,中国,浙江省,衢州市,柯城区,330802,570,118.879204,28.975942,兴趣点,1
广东省中山市第一中学,广东省中山市中山市第一中学,中国,广东省,中山市,[],442000,760,113.404166,22.497791,兴趣点,1
山东省临沂第一中学,山东省临沂市河东区临沂第一中学,中国,山东省,临沂市,河东区,371312,539,118.431809,35.00162,兴趣点,1
浙江省余姚中学,浙江省宁波市余姚市余姚中学,中国,浙江省,宁波市,余姚市,330281,574,121.154995,30.03766,兴趣点,1
江西科技学院附属中学,江西省南昌市青山湖区江西科技学院附属中学,中国,江西省,南昌市,青山湖区,360111,791,115.966574,28.676658,兴趣点,1
浙江省义乌中学,浙江省金华市义乌市义乌中学,中国,浙江省,金华市,义乌市,330782,579,120.082752,29.267791,兴趣点,1
东莞市东莞中学,广东省东莞市东莞中学,中国,广东省,东莞市,[],441900,769,113.774954,23.04856,兴趣点,1
广西师范大学附属外国语学校,广西壮族自治区桂林市雁山区广西师范大学附属外国语学校,中国,广西壮族自治区,桂林市,雁山区,450311,773,110.354543,25.218268,兴趣点,1
齐齐哈尔市实验中学,黑龙江省齐齐哈尔市实验中学,中国,黑龙江省,齐齐哈尔市,建华区,230203,452,123.937166,47.361017,兴趣点,1
南京市金陵中学,江苏省南京市秦淮区南京市金陵中学,中国,江苏省,南京市,秦淮区,320104,25,118.7933,32.04062,兴趣点,1
合肥六中,安徽省合肥市庐阳区合肥六中,中国,安徽省,合肥市,庐阳区,340103,551,117.277018,31.863813,兴趣点,1
铜陵市第一中学,安徽省铜陵市铜官区铜陵市第一中学,中国,安徽省,铜陵市,铜官区,340705,562,117.833822,30.934187,兴趣点,1
山东省莱芜市第一中学,山东省莱芜市莱城区莱芜市第一中学,中国,山东省,济南市,莱芜区,370116,531,117.6527,36.20364,兴趣点,1
常州市第一中学,江苏省常州市天宁区常州市第一中学,中国,江苏省,常州市,天宁区,320402,519,119.965252,31.769897,兴趣点,1
山东省潍坊第一中学,山东省潍坊市奎文区潍坊第一中学,中国,山东省,潍坊市,奎文区,370705,536,119.205576,36.684173,兴趣点,1
泰安一中,山东省泰安市岱岳区泰安一中,中国,山东省,泰安市,岱岳区,370911,538,117.08905,36.117709,兴趣点,1
安徽省宣城中学,安徽省宣城市宣州区宣城中学,中国,安徽省,宣城市,宣州区,341802,563,118.733604,30.967987,兴趣点,1
江苏省扬州中学,江苏省扬州市邗江区扬州中学,中国,江苏省,扬州市,邗江区,321003,514,119.425043,32.298198,兴趣点,1
石家庄外国语学校,河北省石家庄市外国语学校,中国,河北省,石家庄市,裕华区,130108,311,114.526096,38.015674,兴趣点,1
北京市一零一中学,北京市海淀区一零一中学,中国,北京市,北京市,海淀区,110108,10,116.327691,39.968857,兴趣点,1
呼市二中,内蒙古自治区呼和浩特市新城区呼市二中,中国,内蒙古自治区,呼和浩特市,新城区,150102,471,111.677637,40.819247,兴趣点,1
天津市实验中学,天津市实验中学,中国,天津市,天津市,滨海新区,120116,22,117.632807,39.121443,兴趣点,1
西南大学附属中学校,重庆市北碚区西南大学附属中学,中国,重庆市,重庆市,北碚区,500109,23,106.542921,29.82904,兴趣点,1
福建省南安第一中学,福建省泉州市南安市南安第一中学,中国,福建省,泉州市,南安市,350583,595,118.441399,24.965438,兴趣点,1
山东烟台第二中学,山东省烟台市莱山区烟台第二中学,中国,山东省,烟台市,莱山区,370613,535,121.509241,37.420404,兴趣点,1
天津英华国际学校,天津市武清区英华国际学校,中国,天津市,天津市,武清区,120114,22,117.051478,39.382754,兴趣点,1
余姚市实验学校,浙江省宁波市余姚市实验学校,中国,浙江省,宁波市,余姚市,330281,574,121.145065,30.023586,兴趣点,1
芜湖市第二十七中学,安徽省芜湖市镜湖区芜湖市第二十七中学,中国,安徽省,芜湖市,镜湖区,340202,553,118.36531,31.351697,兴趣点,1
鄂尔多斯市第一中学,内蒙古自治区鄂尔多斯市康巴什区鄂尔多斯市第一中学,中国,内蒙古自治区,鄂尔多斯市,康巴什区,150603,477,109.768975,39.601253,兴趣点,1
福建省长乐第一中学,福建省福州市长乐区长乐第一中学,中国,福建省,福州市,长乐区,350112,591,119.49334,25.928692,兴趣点,1
贵港市高级中学,广西壮族自治区贵港市高级中学,中国,广西壮族自治区,贵港市,港北区,450802,1755,109.612034,23.106131,兴趣点,1
江苏省锡山高级中学,江苏省无锡市锡山区锡东高级中学,中国,江苏省,无锡市,锡山区,320205,510,120.470313,31.59306,兴趣点,1
江苏省新海高级中学,江苏省连云港市海州区新海高级中学,中国,江苏省,连云港市,海州区,320706,518,119.218163,34.602612,兴趣点,1
赣州中学,江西省赣州市章贡区赣州中学,中国,江西省,赣州市,章贡区,360702,797,114.925545,25.808504,兴趣点,1
浙江省萧山中学,浙江省杭州市萧山区萧山中学,中国,浙江省,杭州市,萧山区,330109,571,120.283754,30.153495,兴趣点,1
淮南二中,安徽省淮南市田家庵区淮南二中,中国,安徽省,淮南市,田家庵区,340403,554,117.002285,32.594664,兴趣点,1
广州市第六中学,广东省广州市海珠区广州市第六中学,中国,广东省,广州市,海珠区,440105,20,113.307231,23.096293,兴趣点,1
哈尔滨德强学校,黑龙江省哈尔滨市香坊区德强学校,中国,黑龙江省,哈尔滨市,香坊区,230110,451,126.74157,45.724742,兴趣点,1
江西省宜春中学,江西省宜春市袁州区宜春中学,中国,江西省,宜春市,袁州区,360902,795,114.403441,27.824744,兴趣点,1
遂宁市安居育才中学校,四川省遂宁市安居区安居育才中学校,中国,四川省,遂宁市,安居区,510904,825,105.460732,30.357131,兴趣点,1
佛山市南海区南海中学,广东省佛山市南海区南海中学,中国,广东省,佛山市,南海区,440605,757,113.162577,23.028564,兴趣点,1
焦作一中,河南省焦作市山阳区焦作一中,中国,河南省,焦作市,山阳区,410811,391,113.279167,35.1947,兴趣点,1
江苏省启东中学,江苏省南通市启东市启东中学,中国,江苏省,南通市,启东市,320681,513,121.62041,31.824721,兴趣点,1
江苏省徐州市第一中学,江苏省徐州市鼓楼区徐州市第一中学,中国,江苏省,徐州市,鼓楼区,320302,516,117.142654,34.293952,兴趣点,1
高安中学,江西省宜春市高安市高安中学,中国,江西省,宜春市,高安市,360983,795,115.417798,28.447452,兴趣点,1
弋阳县第一中学,江西省上饶市弋阳县弋阳县第一中学,中国,江西省,上饶市,弋阳县,361126,793,117.435863,28.404604,兴趣点,1
通辽市第五中学,内蒙古自治区通辽市科尔沁区通辽市第五中学,中国,内蒙古自治区,通辽市,科尔沁区,150502,475,122.266219,43.631342,兴趣点,1
银川六中,宁夏回族自治区银川市金凤区银川六中,中国,宁夏回族自治区,银川市,金凤区,640106,951,106.188219,38.474828,兴趣点,1
克拉玛依市第一中学,新疆维吾尔自治区克拉玛依市克拉玛依区克拉玛依市第一中学,中国,新疆维吾尔自治区,克拉玛依市,克拉玛依区,650203,990,84.870761,45.602893,兴趣点,1
海亮高级中学,浙江省绍兴市诸暨市海亮高级中学,中国,浙江省,绍兴市,诸暨市,330681,575,120.25239,29.732241,兴趣点,1
浙江金华第一中学,浙江省金华市金东区金华第一中学,中国,浙江省,金华市,金东区,330703,579,119.713257,29.105185,兴趣点,1
阜阳一中,安徽省阜阳市颍泉区阜阳一中,中国,安徽省,阜阳市,颍泉区,341204,1558,115.822046,32.904493,兴趣点,1
宿城第一高级中学,安徽省宿州市埇桥区宿城第一高级中学,中国,安徽省,宿州市,埇桥区,341302,557,118.266648,33.898052,兴趣点,1
黄石二中,湖北省黄石市下陆区黄石二中,中国,湖北省,黄石市,下陆区,420204,714,115.031386,30.188838,兴趣点,1
衡阳市第八中学,湖南省衡阳市雁峰区衡阳市第八中学,中国,湖南省,衡阳市,雁峰区,430406,734,112.637233,26.855716,兴趣点,1
四平市第一高级中学,吉林省四平市铁东区四平市第一高级中学,中国,吉林省,四平市,铁东区,220303,434,124.401144,43.161873,兴趣点,1
江苏省盐城中学,江苏省盐城市亭湖区盐城中学,中国,江苏省,盐城市,亭湖区,320902,515,120.153769,33.354388,兴趣点,1
吉安市白鹭洲中学,江西省吉安市吉州区白鹭洲中学,中国,江西省,吉安市,吉州区,360802,796,114.953052,27.084234,兴趣点,1
江西省上饶中学,江西省上饶市信州区上饶中学,中国,江西省,上饶市,信州区,361102,793,117.941911,28.465934,兴趣点,1
包头九中,内蒙古自治区包头市昆都仑区包头九中,中国,内蒙古自治区,包头市,昆都仑区,150203,472,109.831056,40.660056,兴趣点,1
一机一中,内蒙古自治区包头市青山区一机一中,中国,内蒙古自治区,包头市,青山区,150204,472,109.898556,40.657074,兴趣点,1
林芝市一中,西藏自治区林芝市巴宜区林芝市一中,中国,西藏自治区,林芝市,巴宜区,540402,894,94.3475,29.66574,兴趣点,1
苍南县嘉禾中学,浙江省温州市苍南县嘉禾中学,中国,浙江省,温州市,苍南县,330327,577,120.401828,27.49676,兴趣点,1
蚌埠二中,安徽省蚌埠市蚌山区蚌埠二中,中国,安徽省,蚌埠市,蚌山区,340303,552,117.35234,32.888227,兴趣点,1
赣州市第三中学,江西省赣州市章贡区赣州市第三中学,中国,江西省,赣州市,章贡区,360702,797,114.934961,25.856035,兴趣点,1
银川唐徕回民中学,宁夏回族自治区银川市金凤区唐徕回民中学,中国,宁夏回族自治区,银川市,金凤区,640106,951,106.245485,38.485441,兴趣点,1
山东省北镇中学,山东省滨州市滨城区北镇中学,中国,山东省,滨州市,滨城区,371602,543,117.979398,37.394617,兴趣点,1
山东省章丘第四中学,山东省济南市章丘区章丘第四中学,中国,山东省,济南市,章丘区,370114,531,117.562751,36.688112,兴趣点,1
上海市松江二中,上海市松江区松江二中,中国,上海市,上海市,松江区,310117,21,121.245472,31.008396,兴趣点,1
浙江省富阳中学,浙江省杭州市富阳区富阳中学,中国,浙江省,杭州市,富阳区,330111,571,119.966864,30.047986,兴趣点,1
浙江省余姚市姚中书院,浙江省宁波市余姚市余姚中学,中国,浙江省,宁波市,余姚市,330281,574,121.154995,30.03766,区县,1
福建省惠安第一中学,福建省泉州市惠安县惠安第一中学,中国,福建省,泉州市,惠安县,350521,595,118.7958,25.023857,兴趣点,1
福建省三明市第二中学,福建省三明市梅列区三明市第二中学,中国,福建省,三明市,三元区,350403,598,117.641532,26.268308,兴趣点,1
福建省漳平第一中学,福建省龙岩市漳平市漳平第一中学,中国,福建省,龙岩市,漳平市,350881,597,117.412901,25.286919,兴趣点,1
佛山市第一中学,广东省佛山市禅城区佛山市第一中学,中国,广东省,佛山市,禅城区,440604,757,113.121629,23.050422,兴趣点,1
郑州市第十一中学,河南省郑州市金水区郑州市第十一中学,中国,河南省,郑州市,金水区,410105,371,113.679427,34.759963,兴趣点,1
十堰市郧阳中学,湖北省十堰市张湾区郧阳中学,中国,湖北省,十堰市,张湾区,420303,719,110.798292,32.651176,兴趣点,1
莱州市第一中学,山东省烟台市莱州市莱州市第一中学,中国,山东省,烟台市,莱州市,370683,535,119.950251,37.178326,兴趣点,1
山东省日照第一中学,山东省日照市东港区日照第一中学,中国,山东省,日照市,东港区,371102,633,119.461993,35.439223,兴趣点,1
莘县实验高级中学,山东省聊城市莘县莘县实验高级中学,中国,山东省,聊城市,莘县,371522,635,115.650058,36.236513,兴趣点,1
浙江省江山中学,浙江省衢州市江山市江山中学,中国,浙江省,衢州市,江山市,330881,570,118.638532,28.7589,兴趣点,1
浙江省瑞安中学,浙江省温州市瑞安市瑞安中学,中国,浙江省,温州市,瑞安市,330381,577,120.624458,27.791726,兴趣点,1
安徽省宿州市第二中学,安徽省宿州市埇桥区宿州市第二中学,中国,安徽省,宿州市,埇桥区,341302,557,117.006614,33.611615,兴趣点,1
北京市育英学校,北京市海淀区育英学校,中国,北京市,北京市,海淀区,110108,10,116.286272,39.91146,兴趣点,1
福建省泉州第一中学,福建省泉州市洛江区泉州第十一中学,中国,福建省,泉州市,洛江区,350504,595,118.671249,24.932973,兴趣点,1
厦门大学附属实验中学,福建省漳州市龙海市厦门大学附属实验中学,中国,福建省,漳州市,龙海市,350681,596,118.043914,24.354541,兴趣点,1
平凉一中,甘肃省平凉市华亭县平凉一中,中国,甘肃省,平凉市,华亭市,620881,933,106.634033,35.206602,兴趣点,1
吉化第一高级中学,吉林省吉林市龙潭区吉化第一高级中学,中国,吉林省,吉林市,龙潭区,220203,432,126.623472,43.891099,兴趣点,1
毕节梁才学校,贵州省毕节市威宁彝族回族苗族自治县梁才学校,中国,贵州省,毕节市,威宁彝族回族苗族自治县,520526,857,104.245779,26.874097,兴趣点,1
长春市十一高中,吉林省长春市绿园区长春市十一高中,中国,吉林省,长春市,绿园区,220106,431,125.257784,43.882792,兴趣点,1
上饶县中学,江西省上饶市广信区上饶县中学,中国,江西省,上饶市,广信区,361104,793,117.920509,28.431025,兴趣点,1
樟树中学,江西省宜春市樟树市樟树中学,中国,江西省,宜春市,樟树市,360982,795,115.552269,28.061559,兴趣点,1
济南市历城第二中学,山东省济南市历城区历城第二中学,中国,山东省,济南市,历城区,370112,531,117.238534,36.748787,兴趣点,1
吴忠中学,宁夏回族自治区吴忠市利通区吴忠中学,中国,宁夏回族自治区,吴忠市,利通区,640302,953,106.191593,37.998531,兴趣点,1
山东省平邑第一中学,山东省临沂市平邑县平邑第一中学,中国,山东省,临沂市,平邑县,371326,539,117.604102,35.501277,兴趣点,1
山东省烟台第一中学,山东省烟台市芝罘区烟台第一中学,中国,山东省,烟台市,芝罘区,370602,535,121.420358,37.531755,兴趣点,1
