学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质
哈尔滨师范大学,4123010231.0,黑龙江省,黑龙江省,哈尔滨市,本科,公办
齐齐哈尔大学,4123010232.0,黑龙江省,黑龙江省,齐齐哈尔市,本科,公办
牡丹江师范学院,4123010233.0,黑龙江省,黑龙江省,牡丹江市,本科,公办
哈尔滨学院,4123010234.0,黑龙江省,黑龙江省,哈尔滨市,本科,公办
大庆师范学院,4123010235.0,黑龙江省,黑龙江省,大庆市,本科,公办
绥化学院,4123010236.0,黑龙江省,黑龙江省,绥化市,本科,公办
哈尔滨商业大学,4123010240.0,黑龙江省,黑龙江省,哈尔滨市,本科,公办
哈尔滨体育学院,4123010242.0,黑龙江省,黑龙江省,哈尔滨市,本科,公办
哈尔滨金融学院,4123010245.0,黑龙江省,黑龙江省,哈尔滨市,本科,公办
齐齐哈尔医学院,4123011230.0,黑龙江省,黑龙江省,齐齐哈尔市,本科,公办
黑龙江工业学院,4123011445.0,黑龙江省,黑龙江省,鸡西市,本科,公办
黑龙江东方学院,4123011446.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
哈尔滨信息工程学院,4123011635.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
黑龙江工程学院,4123011802.0,黑龙江省,黑龙江省,哈尔滨市,本科,公办
齐齐哈尔工程学院,4123012729.0,黑龙江省教育厅,黑龙江省,齐齐哈尔市,本科,民办
黑龙江外国语学院,4123013296.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
黑龙江财经学院,4123013298.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
哈尔滨石油学院,4123013299.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
黑龙江工商学院,4123013300.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
哈尔滨远东理工学院,4123013301.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
哈尔滨剑桥学院,4123013303.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
黑龙江工程学院昆仑旅游学院,4123013304.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
哈尔滨广厦学院,4123013306.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
哈尔滨华德学院,4123013307.0,黑龙江省教育厅,黑龙江省,哈尔滨市,本科,民办
黑河学院,4123013744.0,黑龙江省,黑龙江省,黑河市,本科,公办
哈尔滨音乐学院,4123014560.0,黑龙江省,黑龙江省,哈尔滨市,本科,公办
齐齐哈尔高等师范专科学校,4123010238.0,黑龙江省,黑龙江省,齐齐哈尔市,专科,公办
伊春职业学院,4123010872.0,黑龙江省,黑龙江省,伊春市,专科,公办
牡丹江大学,4123011046.0,黑龙江省,黑龙江省,牡丹江市,专科,公办
黑龙江职业学院,4123011449.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
黑龙江建筑职业技术学院,4123012053.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
黑龙江艺术职业学院,4123012490.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
大庆职业学院,4123012718.0,黑龙江省,黑龙江省,大庆市,专科,公办
黑龙江林业职业技术学院,4123012724.0,黑龙江省,黑龙江省,牡丹江市,专科,公办
黑龙江农业职业技术学院,4123012725.0,黑龙江省,黑龙江省,佳木斯市,专科,公办
黑龙江农业工程职业学院,4123012726.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
黑龙江农垦职业学院,4123012727.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
黑龙江司法警官职业学院,4123012728.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
鹤岗师范高等专科学校,4123012905.0,黑龙江省,黑龙江省,鹤岗市,专科,公办
哈尔滨电力职业技术学院,4123012906.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
哈尔滨铁道职业技术学院,4123012907.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
大兴安岭职业学院,4123012908.0,黑龙江省,黑龙江省,大兴安岭地区,专科,公办
黑龙江农业经济职业学院,4123012910.0,黑龙江省,黑龙江省,牡丹江市,专科,公办
哈尔滨职业技术学院,4123012911.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
哈尔滨传媒职业学院,4123013302.0,黑龙江省教育厅,黑龙江省,哈尔滨市,专科,民办
黑龙江商业职业学院,4123013448.0,黑龙江省,黑龙江省,牡丹江市,专科,公办
黑龙江公安警官职业学院,4123013449.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
哈尔滨城市职业学院,4123013451.0,黑龙江省教育厅,黑龙江省,哈尔滨市,专科,民办
黑龙江旅游职业技术学院,4123013729.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
黑龙江三江美术职业学院,4123013730.0,黑龙江省教育厅,黑龙江省,佳木斯市,专科,民办
黑龙江生态工程职业学院,4123013731.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
黑龙江能源职业学院,4123013732.0,黑龙江省,黑龙江省,双鸭山市,专科,公办
七台河职业学院,4123013918.0,黑龙江省,黑龙江省,七台河市,专科,公办
黑龙江民族职业学院,4123013935.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
大庆医学高等专科学校,4123014017.0,黑龙江省,黑龙江省,大庆市,专科,公办
黑龙江交通职业技术学院,4123014053.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
哈尔滨应用职业技术学院,4123014055.0,黑龙江省教育厅,黑龙江省,哈尔滨市,专科,民办
黑龙江幼儿师范高等专科学校,4123014095.0,黑龙江省,黑龙江省,牡丹江市,专科,公办
哈尔滨科学技术职业学院,4123014108.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
佳木斯职业学院,4123014178.0,黑龙江省,黑龙江省,佳木斯市,专科,公办
黑龙江护理高等专科学校,4123014272.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
齐齐哈尔理工职业学院,4123014400.0,黑龙江省教育厅,黑龙江省,齐齐哈尔市,专科,民办
哈尔滨幼儿师范高等专科学校,4123014425.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
黑龙江冰雪体育职业学院,4123014540.0,黑龙江省,黑龙江省,哈尔滨市,专科,公办
哈尔滨北方航空职业技术学院,4123014633.0,黑龙江省教育厅,黑龙江省,哈尔滨市,专科,民办
复旦大学,4131010246.0,教育部,上海市,上海市,本科,公办
同济大学,4131010247.0,教育部,上海市,上海市,本科,公办
上海交通大学,4131010248.0,教育部,上海市,上海市,本科,公办
华东理工大学,4131010251.0,教育部,上海市,上海市,本科,公办
上海理工大学,4131010252.0,上海市,上海市,上海市,本科,公办
上海海事大学,4131010254.0,上海市,上海市,上海市,本科,公办
东华大学,4131010255.0,教育部,上海市,上海市,本科,公办
上海电力大学,4131010256.0,上海市,上海市,上海市,本科,公办
上海应用技术大学,4131010259.0,上海市,上海市,上海市,本科,公办
上海健康医学院,4131010262.0,上海市,上海市,上海市,本科,公办
上海海洋大学,4131010264.0,上海市,上海市,上海市,本科,公办
上海中医药大学,4131010268.0,上海市,上海市,上海市,本科,公办
华东师范大学,4131010269.0,教育部,上海市,上海市,本科,公办
上海师范大学,4131010270.0,上海市,上海市,上海市,本科,公办
上海外国语大学,4131010271.0,教育部,上海市,上海市,本科,公办
上海财经大学,4131010272.0,教育部,上海市,上海市,本科,公办
上海对外经贸大学,4131010273.0,上海市,上海市,上海市,本科,公办
上海海关学院,4131010274.0,海关总署,上海市,上海市,本科,公办
华东政法大学,4131010276.0,上海市,上海市,上海市,本科,公办
上海体育学院,4131010277.0,上海市,上海市,上海市,本科,公办
上海音乐学院,4131010278.0,上海市,上海市,上海市,本科,公办
上海戏剧学院,4131010279.0,上海市,上海市,上海市,本科,公办
上海大学,4131010280.0,上海市,上海市,上海市,本科,公办
上海公安学院,4131010283.0,上海市,上海市,上海市,本科,公办
上海工程技术大学,4131010856.0,上海市,上海市,上海市,本科,公办
上海立信会计金融学院,4131011047.0,上海市,上海市,上海市,本科,公办
上海电机学院,4131011458.0,上海市,上海市,上海市,本科,公办
上海杉达学院,4131011833.0,上海市教委,上海市,上海市,本科,民办
上海政法学院,4131011835.0,上海市,上海市,上海市,本科,公办
上海第二工业大学,4131012044.0,上海市,上海市,上海市,本科,公办
上海商学院,4131012050.0,上海市,上海市,上海市,本科,公办
上海立达学院,4131012587.0,上海市教委,上海市,上海市,本科,民办
上海建桥学院,4131012799.0,上海市教委,上海市,上海市,本科,民办
上海兴伟学院,4131012914.0,上海市教委,上海市,上海市,本科,民办
上海中侨职业技术大学,4131012915.0,上海市教委,上海市,上海市,本科,民办
上海视觉艺术学院,4131013632.0,上海市教委,上海市,上海市,本科,民办
上海外国语大学贤达经济人文学院,4131013636.0,上海市教委,上海市,上海市,本科,民办
上海师范大学天华学院,4131013893.0,上海市教委,上海市,上海市,本科,民办
上海科技大学,4131014423.0,上海市 中国科学院,上海市,上海市,本科,公办
上海纽约大学,4131016404.0,上海市教委,上海市,上海市,本科,中外合作办学
上海旅游高等专科学校,4131010275.0,上海市,上海市,上海市,专科,公办
上海东海职业技术学院,4131010851.0,上海市教委,上海市,上海市,专科,民办
上海工商职业技术学院,4131010852.0,上海市教委,上海市,上海市,专科,民办
上海出版印刷高等专科学校,4131011733.0,上海市,上海市,上海市,专科,公办
上海行健职业学院,4131012493.0,上海市,上海市,上海市,专科,公办
上海城建职业学院,4131012495.0,上海市,上海市,上海市,专科,公办
上海交通职业技术学院,4131012497.0,上海市,上海市,上海市,专科,公办
上海海事职业技术学院,4131012498.0,上海市,上海市,上海市,专科,公办
上海电子信息职业技术学院,4131012499.0,上海市,上海市,上海市,专科,公办
上海震旦职业学院,4131012583.0,上海市教委,上海市,上海市,专科,民办
上海民远职业技术学院,4131012584.0,上海市教委,上海市,上海市,专科,民办
上海欧华职业技术学院,4131012585.0,上海市教委,上海市,上海市,专科,民办
上海思博职业技术学院,4131012586.0,上海市教委,上海市,上海市,专科,民办
上海工艺美术职业学院,4131012588.0,上海市,上海市,上海市,专科,公办
上海济光职业技术学院,4131012798.0,上海市教委,上海市,上海市,专科,民办
上海工商外国语职业学院,4131012800.0,上海市教委,上海市,上海市,专科,民办
上海科学技术职业学院,4131012801.0,上海市,上海市,上海市,专科,公办
上海农林职业技术学院,4131012912.0,上海市,上海市,上海市,专科,公办
上海邦德职业技术学院,4131012913.0,上海市教委,上海市,上海市,专科,民办
上海电影艺术职业学院,4131013747.0,上海市教委,上海市,上海市,专科,民办
上海中华职业技术学院,4131013907.0,上海市教委,上海市,上海市,专科,民办
上海工会管理职业学院,4131014023.0,上海市,上海市,上海市,专科,公办
上海民航职业技术学院,4131014394.0,交通运输部（中国民用航空局）,上海市,上海市,专科,公办
上海南湖职业技术学院,4131014745.0,上海市,上海市,上海市,专科,公办
南京大学,4132010284.0,教育部,江苏省,南京市,本科,公办
苏州大学,4132010285.0,江苏省,江苏省,苏州市,本科,公办
东南大学,4132010286.0,教育部,江苏省,南京市,本科,公办
南京航空航天大学,4132010287.0,工业和信息化部,江苏省,南京市,本科,公办
南京理工大学,4132010288.0,工业和信息化部,江苏省,南京市,本科,公办
江苏科技大学,4132010289.0,江苏省,江苏省,镇江市,本科,公办
中国矿业大学,4132010290.0,教育部,江苏省,徐州市,本科,公办
南京工业大学,4132010291.0,江苏省,江苏省,南京市,本科,公办
常州大学,4132010292.0,江苏省,江苏省,常州市,本科,公办
南京邮电大学,4132010293.0,江苏省,江苏省,南京市,本科,公办
河海大学,4132010294.0,教育部,江苏省,南京市,本科,公办
江南大学,4132010295.0,教育部,江苏省,无锡市,本科,公办
南京林业大学,4132010298.0,江苏省,江苏省,南京市,本科,公办
江苏大学,4132010299.0,江苏省,江苏省,镇江市,本科,公办
南京信息工程大学,4132010300.0,江苏省,江苏省,南京市,本科,公办
南通大学,4132010304.0,江苏省,江苏省,南通市,本科,公办
盐城工学院,4132010305.0,江苏省,江苏省,盐城市,本科,公办
南京农业大学,4132010307.0,教育部,江苏省,南京市,本科,公办
南京医科大学,4132010312.0,江苏省,江苏省,南京市,本科,公办
徐州医科大学,4132010313.0,江苏省,江苏省,徐州市,本科,公办
南京中医药大学,4132010315.0,江苏省,江苏省,南京市,本科,公办
中国药科大学,4132010316.0,教育部,江苏省,南京市,本科,公办
南京师范大学,4132010319.0,江苏省,江苏省,南京市,本科,公办
江苏师范大学,4132010320.0,江苏省,江苏省,徐州市,本科,公办
淮阴师范学院,4132010323.0,江苏省,江苏省,淮安市,本科,公办
盐城师范学院,4132010324.0,江苏省,江苏省,盐城市,本科,公办
南京财经大学,4132010327.0,江苏省,江苏省,南京市,本科,公办
江苏警官学院,4132010329.0,江苏省,江苏省,南京市,本科,公办
南京体育学院,4132010330.0,江苏省,江苏省,南京市,本科,公办
南京艺术学院,4132010331.0,江苏省,江苏省,南京市,本科,公办
苏州科技大学,4132010332.0,江苏省,江苏省,苏州市,本科,公办
常熟理工学院,4132010333.0,江苏省,江苏省,苏州市,本科,公办
南京工业职业技术大学,4132010850.0,江苏省,江苏省,南京市,本科,公办
淮阴工学院,4132011049.0,江苏省,江苏省,淮安市,本科,公办
常州工学院,4132011055.0,江苏省,江苏省,常州市,本科,公办
扬州大学,4132011117.0,江苏省,江苏省,扬州市,本科,公办
三江学院,4132011122.0,江苏省教育厅,江苏省,南京市,本科,民办
南京工程学院,4132011276.0,江苏省,江苏省,南京市,本科,公办
南京审计大学,4132011287.0,江苏省,江苏省,南京市,本科,公办
南京晓庄学院,4132011460.0,江苏省,江苏省,南京市,本科,公办
江苏理工学院,4132011463.0,江苏省,江苏省,常州市,本科,公办
江苏海洋大学,4132011641.0,江苏省,江苏省,连云港市,本科,公办
徐州工程学院,4132011998.0,江苏省,江苏省,徐州市,本科,公办
南京特殊教育师范学院,4132012048.0,江苏省,江苏省,南京市,本科,公办
南通理工学院,4132012056.0,江苏省教育厅,江苏省,南通市,本科,民办
南京森林警察学院,4132012213.0,公安部,江苏省,南京市,本科,公办
东南大学成贤学院,4132012689.0,江苏省教育厅,江苏省,南京市,本科,民办
泰州学院,4132012917.0,江苏省,江苏省,泰州市,本科,公办
无锡太湖学院,4132013571.0,江苏省教育厅,江苏省,无锡市,本科,民办
金陵科技学院,4132013573.0,江苏省,江苏省,南京市,本科,公办
中国矿业大学徐海学院,4132013579.0,江苏省教育厅,江苏省,徐州市,本科,民办
南京大学金陵学院,4132013646.0,江苏省教育厅,江苏省,南京市,本科,民办
南京理工大学紫金学院,4132013654.0,江苏省教育厅,江苏省,南京市,本科,民办
南京航空航天大学金城学院,4132013655.0,江苏省教育厅,江苏省,南京市,本科,民办
南京传媒学院,4132013687.0,江苏省教育厅,江苏省,南京市,本科,民办
南京理工大学泰州科技学院,4132013842.0,江苏省教育厅,江苏省,泰州市,本科,民办
南京师范大学泰州学院,4132013843.0,江苏省教育厅,江苏省,泰州市,本科,民办
南京工业大学浦江学院,4132013905.0,江苏省教育厅,江苏省,南京市,本科,民办
南京师范大学中北学院,4132013906.0,江苏省教育厅,江苏省,镇江市,本科,民办
南京医科大学康达学院,4132013980.0,江苏省教育厅,江苏省,连云港市,本科,民办
南京中医药大学翰林学院,4132013981.0,江苏省教育厅,江苏省,泰州市,本科,民办
无锡学院,4132013982.0,江苏省,江苏省,无锡市,本科,公办
苏州城市学院,4132013983.0,江苏省,江苏省,苏州市,本科,公办
苏州大学应用技术学院,4132013984.0,江苏省教育厅,江苏省,苏州市,本科,民办
苏州科技大学天平学院,4132013985.0,江苏省教育厅,江苏省,苏州市,本科,民办
江苏大学京江学院,4132013986.0,江苏省教育厅,江苏省,镇江市,本科,民办
扬州大学广陵学院,4132013987.0,江苏省教育厅,江苏省,扬州市,本科,民办
江苏师范大学科文学院,4132013988.0,江苏省教育厅,江苏省,徐州市,本科,民办
南京邮电大学通达学院,4132013989.0,江苏省教育厅,江苏省,扬州市,本科,民办
南京财经大学红山学院,4132013990.0,江苏省教育厅,江苏省,镇江市,本科,民办
江苏科技大学苏州理工学院,4132013991.0,江苏省教育厅,江苏省,苏州市,本科,民办
常州大学怀德学院,4132013992.0,江苏省教育厅,江苏省,泰州市,本科,民办
南通大学杏林学院,4132013993.0,江苏省教育厅,江苏省,南通市,本科,民办
南京审计大学金审学院,4132013994.0,江苏省教育厅,江苏省,南京市,本科,民办
宿迁学院,4132014160.0,江苏省,江苏省,宿迁市,本科,公办
江苏第二师范学院,4132014436.0,江苏省,江苏省,南京市,本科,公办
西交利物浦大学,4132016403.0,江苏省教育厅,江苏省,苏州市,本科,中外合作办学
昆山杜克大学,4132016406.0,江苏省教育厅,江苏省,昆山市,本科,中外合作办学
盐城幼儿师范高等专科学校,3632000466.0,江苏省,江苏省,盐城市,专科,公办
苏州幼儿师范高等专科学校,3632000583.0,江苏省,江苏省,苏州市,专科,公办
明达职业技术学院,4132010826.0,江苏省教育厅,江苏省,盐城市,专科,民办
无锡职业技术学院,4132010848.0,江苏省,江苏省,无锡市,专科,公办
江苏建筑职业技术学院,4132010849.0,江苏省,江苏省,徐州市,专科,公办
江苏工程职业技术学院,4132010958.0,江苏省,江苏省,南通市,专科,公办
苏州工艺美术职业技术学院,4132010960.0,江苏省,江苏省,苏州市,专科,公办
连云港职业技术学院,4132011050.0,江苏省,江苏省,连云港市,专科,公办
镇江市高等专科学校,4132011051.0,江苏省,江苏省,镇江市,专科,公办
南通职业大学,4132011052.0,江苏省,江苏省,南通市,专科,公办
苏州市职业大学,4132011054.0,江苏省,江苏省,苏州市,专科,公办
沙洲职业工学院,4132011288.0,江苏省,江苏省,苏州市,专科,公办
扬州市职业大学,4132011462.0,江苏省,江苏省,扬州市,专科,公办
连云港师范高等专科学校,4132011585.0,江苏省,江苏省,连云港市,专科,公办
江苏经贸职业技术学院,4132012047.0,江苏省,江苏省,南京市,专科,公办
九州职业技术学院,4132012054.0,江苏省教育厅,江苏省,徐州市,专科,民办
硅湖职业技术学院,4132012078.0,江苏省教育厅,江苏省,苏州市,专科,民办
泰州职业技术学院,4132012106.0,江苏省,江苏省,泰州市,专科,公办
常州信息职业技术学院,4132012317.0,江苏省,江苏省,常州市,专科,公办
江苏联合职业技术学院,4132012678.0,江苏省,江苏省,南京市,专科,公办
江苏海事职业技术学院,4132012679.0,江苏省,江苏省,南京市,专科,公办
应天职业技术学院,4132012680.0,江苏省教育厅,江苏省,南京市,专科,民办
无锡科技职业学院,4132012681.0,江苏省,江苏省,无锡市,专科,公办
江苏医药职业学院,4132012682.0,江苏省,江苏省,盐城市,专科,公办
扬州环境资源职业技术学院,4132012683.0,江苏省,江苏省,扬州市,专科,公办
南通科技职业学院,4132012684.0,江苏省,江苏省,南通市,专科,公办
苏州经贸职业技术学院,4132012685.0,江苏省,江苏省,苏州市,专科,公办
苏州工业职业技术学院,4132012686.0,江苏省,江苏省,苏州市,专科,公办
苏州托普信息职业技术学院,4132012687.0,江苏省教育厅,江苏省,苏州市,专科,民办
苏州卫生职业技术学院,4132012688.0,江苏省,江苏省,苏州市,专科,公办
无锡商业职业技术学院,4132012702.0,江苏省,江苏省,无锡市,专科,公办
江苏航运职业技术学院,4132012703.0,江苏省,江苏省,南通市,专科,公办
南京交通职业技术学院,4132012804.0,江苏省,江苏省,南京市,专科,公办
江苏电子信息职业学院,4132012805.0,江苏省,江苏省,淮安市,专科,公办
江苏农牧科技职业学院,4132012806.0,江苏省,江苏省,泰州市,专科,公办
常州纺织服装职业技术学院,4132012807.0,江苏省,江苏省,常州市,专科,公办
苏州农业职业技术学院,4132012808.0,江苏省,江苏省,苏州市,专科,公办
苏州工业园区职业技术学院,4132012809.0,江苏省,江苏省,苏州市,专科,公办
太湖创意职业技术学院,4132012918.0,江苏省教育厅,江苏省,无锡市,专科,民办
炎黄职业技术学院,4132012919.0,江苏省教育厅,江苏省,淮安市,专科,民办
南京科技职业学院,4132012920.0,江苏省,江苏省,南京市,专科,公办
正德职业技术学院,4132012921.0,江苏省教育厅,江苏省,南京市,专科,民办
钟山职业技术学院,4132012922.0,江苏省教育厅,江苏省,南京市,专科,民办
无锡南洋职业技术学院,4132012923.0,江苏省教育厅,江苏省,无锡市,专科,民办
江南影视艺术职业学院,4132013017.0,江苏省教育厅,江苏省,无锡市,专科,民办
金肯职业技术学院,4132013100.0,江苏省教育厅,江苏省,南京市,专科,民办
常州工业职业技术学院,4132013101.0,江苏省,江苏省,常州市,专科,公办
常州工程职业技术学院,4132013102.0,江苏省,江苏省,常州市,专科,公办
江苏农林职业技术学院,4132013103.0,江苏省,江苏省,镇江市,专科,公办
江苏食品药品职业技术学院,4132013104.0,江苏省,江苏省,淮安市,专科,公办
建东职业技术学院,4132013105.0,江苏省教育厅,江苏省,常州市,专科,民办
南京铁道职业技术学院,4132013106.0,江苏省,江苏省,南京市,专科,公办
徐州工业职业技术学院,4132013107.0,江苏省,江苏省,徐州市,专科,公办
江苏信息职业技术学院,4132013108.0,江苏省,江苏省,无锡市,专科,公办
宿迁职业技术学院,4132013110.0,江苏省,江苏省,宿迁市,专科,公办
南京信息职业技术学院,4132013112.0,江苏省,江苏省,南京市,专科,公办
江海职业技术学院,4132013113.0,江苏省教育厅,江苏省,扬州市,专科,民办
常州机电职业技术学院,4132013114.0,江苏省,江苏省,常州市,专科,公办
江阴职业技术学院,4132013137.0,江苏省,江苏省,无锡市,专科,公办
无锡城市职业技术学院,4132013748.0,江苏省,江苏省,无锡市,专科,公办
无锡工艺职业技术学院,4132013749.0,江苏省,江苏省,无锡市,专科,公办
金山职业技术学院,4132013750.0,江苏省教育厅,江苏省,镇江市,专科,民办
苏州健雄职业技术学院,4132013751.0,江苏省,江苏省,苏州市,专科,公办
盐城工业职业技术学院,4132013752.0,江苏省,江苏省,盐城市,专科,公办
江苏财经职业技术学院,4132013753.0,江苏省,江苏省,淮安市,专科,公办
扬州工业职业技术学院,4132013754.0,江苏省,江苏省,扬州市,专科,公办
苏州百年职业学院,4132013962.0,江苏省教育厅,江苏省,苏州市,专科,中外合作办学
昆山登云科技职业学院,4132013963.0,江苏省教育厅,江苏省,苏州市,专科,民办
南京视觉艺术职业学院,4132013964.0,江苏省教育厅,江苏省,南京市,专科,民办
江苏城市职业学院,4132014000.0,江苏省,江苏省,南京市,专科,公办
南京城市职业学院,4132014001.0,江苏省,江苏省,南京市,专科,公办
南京机电职业技术学院,4132014056.0,江苏省,江苏省,南京市,专科,公办
苏州高博软件技术职业学院,4132014163.0,江苏省教育厅,江苏省,苏州市,专科,民办
南京旅游职业学院,4132014180.0,江苏省,江苏省,南京市,专科,公办
江苏卫生健康职业学院,4132014255.0,江苏省,江苏省,南京市,专科,公办
苏州信息职业技术学院,4132014256.0,江苏省,江苏省,苏州市,专科,公办
宿迁泽达职业技术学院,4132014293.0,江苏省教育厅,江苏省,宿迁市,专科,民办
苏州工业园区服务外包职业学院,4132014295.0,江苏省,江苏省,苏州市,专科,公办
徐州幼儿师范高等专科学校,4132014329.0,江苏省,江苏省,徐州市,专科,公办
徐州生物工程职业技术学院,4132014401.0,江苏省,江苏省,徐州市,专科,公办
江苏商贸职业学院,4132014475.0,江苏省,江苏省,南通市,专科,公办
南通师范高等专科学校,4132014493.0,江苏省,江苏省,南通市,专科,公办
扬州中瑞酒店职业学院,4132014528.0,江苏省教育厅,江苏省,扬州市,专科,民办
江苏护理职业学院,4132014541.0,江苏省,江苏省,淮安市,专科,公办
江苏财会职业学院,4132014542.0,江苏省,江苏省,连云港市,专科,公办
江苏城乡建设职业学院,4132014543.0,江苏省,江苏省,常州市,专科,公办
江苏航空职业技术学院,4132014568.0,江苏省,江苏省,镇江市,专科,公办
江苏安全技术职业学院,4132014589.0,江苏省,江苏省,徐州市,专科,公办
江苏旅游职业学院,4132014604.0,江苏省,江苏省,扬州市,专科,公办
常州幼儿师范高等专科学校,4132014773.0,江苏省,江苏省,常州市,专科,公办
浙江大学,4133010335.0,教育部,浙江省,杭州市,本科,公办
杭州电子科技大学,4133010336.0,浙江省,浙江省,杭州市,本科,公办
浙江工业大学,4133010337.0,浙江省,浙江省,杭州市,本科,公办
浙江理工大学,4133010338.0,浙江省,浙江省,杭州市,本科,公办
浙江海洋大学,4133010340.0,浙江省,浙江省,舟山市,本科,公办
浙江农林大学,4133010341.0,浙江省,浙江省,杭州市,本科,公办
温州医科大学,4133010343.0,浙江省,浙江省,温州市,本科,公办
浙江中医药大学,4133010344.0,浙江省,浙江省,杭州市,本科,公办
浙江师范大学,4133010345.0,浙江省,浙江省,金华市,本科,公办
杭州师范大学,4133010346.0,浙江省,浙江省,杭州市,本科,公办
湖州师范学院,4133010347.0,浙江省,浙江省,湖州市,本科,公办
绍兴文理学院,4133010349.0,浙江省,浙江省,绍兴市,本科,公办
台州学院,4133010350.0,浙江省,浙江省,台州市,本科,公办
温州大学,4133010351.0,浙江省,浙江省,温州市,本科,公办
丽水学院,4133010352.0,浙江省,浙江省,丽水市,本科,公办
浙江工商大学,4133010353.0,浙江省,浙江省,杭州市,本科,公办
嘉兴学院,4133010354.0,浙江省,浙江省,嘉兴市,本科,公办
中国美术学院,4133010355.0,浙江省,浙江省,杭州市,本科,公办
中国计量大学,4133010356.0,浙江省,浙江省,杭州市,本科,公办
浙江万里学院,4133010876.0,浙江省,浙江省,宁波市,本科,公办
浙江科技学院,4133011057.0,浙江省,浙江省,杭州市,本科,公办
宁波工程学院,4133011058.0,浙江省,浙江省,宁波市,本科,公办
浙江水利水电学院,4133011481.0,浙江省,浙江省,杭州市,本科,公办
浙江财经大学,4133011482.0,浙江省,浙江省,杭州市,本科,公办
浙江警察学院,4133011483.0,浙江省,浙江省,杭州市,本科,公办
衢州学院,4133011488.0,浙江省,浙江省,衢州市,本科,公办
宁波大学,4133011646.0,浙江省,浙江省,宁波市,本科,公办
浙江传媒学院,4133011647.0,浙江省,浙江省,杭州市,本科,公办
浙江树人学院,4133011842.0,浙江省教育厅,浙江省,杭州市,本科,民办
浙江越秀外国语学院,4133012792.0,浙江省教育厅,浙江省,绍兴市,本科,民办
宁波财经学院,4133013001.0,浙江省教育厅,浙江省,宁波市,本科,民办
浙大城市学院,4133013021.0,浙江省,浙江省,杭州市,本科,公办
浙大宁波理工学院,4133013022.0,浙江省,浙江省,宁波市,本科,公办
杭州医学院,4133013023.0,浙江省,浙江省,杭州市,本科,公办
浙江广厦建设职业技术大学,4133013029.0,浙江省教育厅,浙江省,金华市,本科,民办
浙江工业大学之江学院,4133013275.0,浙江省教育厅,浙江省,杭州市,本科,民办
浙江师范大学行知学院,4133013276.0,浙江省教育厅,浙江省,金华市,本科,民办
宁波大学科学技术学院,4133013277.0,浙江省教育厅,浙江省,宁波市,本科,民办
杭州电子科技大学信息工程学院,4133013279.0,浙江省教育厅,浙江省,杭州市,本科,民办
浙江理工大学科技与艺术学院,4133013280.0,浙江省教育厅,浙江省,杭州市,本科,民办
浙江农林大学暨阳学院,4133013283.0,浙江省教育厅,浙江省,绍兴市,本科,民办
温州医科大学仁济学院,4133013284.0,浙江省教育厅,浙江省,温州市,本科,民办
浙江中医药大学滨江学院,4133013285.0,浙江省教育厅,浙江省,杭州市,本科,民办
杭州师范大学钱江学院,4133013286.0,浙江省教育厅,浙江省,杭州市,本科,民办
湖州学院,4133013287.0,浙江省,浙江省,湖州市,本科,公办
绍兴文理学院元培学院,4133013288.0,浙江省教育厅,浙江省,绍兴市,本科,民办
温州理工学院,4133013289.0,浙江省,浙江省,温州市,本科,公办
浙江工商大学杭州商学院,4133013290.0,浙江省教育厅,浙江省,杭州市,本科,民办
嘉兴南湖学院,4133013291.0,浙江省,浙江省,嘉兴市,本科,公办
中国计量大学现代科技学院,4133013292.0,浙江省教育厅,浙江省,杭州市,本科,民办
浙江财经大学东方学院,4133013294.0,浙江省教育厅,浙江省,嘉兴市,本科,民办
