网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
14107,吉林工业职业技术学院,吉林,吉林市,,,,吉林吉林市,--,--,--,,,--,--,--,,,,,,,,,,{}
14108,白城职业技术学院,吉林,白城市,,,,吉林白城市,--,--,--,,,--,--,--,,,,,,,,,,{}
14109,包头轻工职业技术学院,内蒙古,包头市,,,,内蒙古包头市,--,--,--,1956,1000,内蒙古自治区,--,--,--,,,,,,,,,{}
14110,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
14111,乌海职业技术学院,内蒙古,乌海市,,,,内蒙古乌海市,--,--,--,2005,520,内蒙古自治区,--,--,--,,,,,,,,,{}
14112,长治职业技术学院,山西,长治市,,,,山西长治市,--,--,--,2000,319,山西省,--,--,--,,,,,,,,,{}
14113,山西水利职业技术学院,山西,运城市,,,,山西运城市,--,--,--,,,--,--,--,,,,,,,,,,{}
14114,山西煤炭职业技术学院,山西,太原市,,,,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
14115,潞安职业技术学院,山西,长治市,,,,山西长治市,--,--,--,,,--,--,--,,,,,,,,,,{}
14116,山西电力职业技术学院,山西,太原市,,,,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
14117,沈阳航空职业技术学院,辽宁,沈阳市,,,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14118,辽宁石化职业技术学院,辽宁,锦州市,,,,辽宁锦州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14119,辽宁装备制造职业技术学院,辽宁,沈阳市,,,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14120,辽河石油职业技术学院,辽宁,盘锦市,,,,辽宁盘锦市,--,--,--,,,--,--,--,,,,,,,,,,{}
14121,辽宁地质工程职业学院,辽宁,丹东市,,,,辽宁丹东市,--,--,--,,,--,--,--,,,,,,,,,,{}
14122,甘肃建筑职业技术学院,甘肃,兰州市,,,,甘肃兰州市,--,--,--,1958,312,甘肃省,--,--,--,,,,,,,,,{}
14123,甘肃工业职业技术学院,甘肃,天水市,,,,甘肃天水市,--,--,--,,,--,--,--,,,,,,,,,,{}
14124,甘肃交通职业技术学院,甘肃,兰州市,,,,甘肃兰州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14125,甘肃钢铁职业技术学院,甘肃,嘉峪关市,,,,甘肃嘉峪关市,--,--,--,,,--,--,--,,,,,,,,,,{}
14126,广西机电职业技术学院,广西,南宁市,,,,广西南宁市,--,--,--,,,--,--,--,,,,,,,,,,{}
14127,广西水利电力职业技术学院,广西,南宁市,,,,广西南宁市,--,--,--,,,--,--,--,,,,,,,,,,{}
14128,广西交通职业技术学院,广西,南宁市,,,,广西南宁市,--,--,--,,,--,--,--,,,,,,,,,,{}
14129,广西工业职业技术学院,广西,南宁市,,,,广西南宁市,--,--,--,,,--,--,--,,,,,,,,,,{}
14130,柳州铁道职业技术学院,广西,柳州市,,,,广西柳州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14131,广西电力职业技术学院,广西,南宁市,,,,广西南宁市,--,--,--,1979,413,广西壮族自治区,--,--,--,,,,,,,,,{}
14132,百色职业学院,广西,百色市,,,,广西百色市,--,--,--,2006,172,广西壮族自治区,--,--,--,,,,,,,,,{}
14133,浙江同济科技职业学院,浙江,杭州市,,,,浙江杭州市,--,--,--,1962,975,浙江省,--,--,--,,,,,,,,,{}
14134,浙江纺织服装职业技术学院,浙江,宁波市,,,,浙江宁波市,--,--,--,,,--,--,--,,,,,,,,,,{}
14135,浙江邮电职业技术学院,浙江,绍兴市,,,,浙江绍兴市,--,--,--,1958,500,浙江省,--,--,--,,,,,,,,,{}
14136,阜阳职业技术学院,安徽,阜阳市,,,,安徽阜阳市,--,--,--,1956,1155,安徽省,--,--,--,,,,,,,,,{}
14137,铜陵职业技术学院,安徽,铜陵市,,,,安徽铜陵市,--,--,--,1958,1051,安徽省,--,--,--,,,,,,,,,{}
14138,淮南职业技术学院,安徽,淮南市,,,,安徽淮南市,--,--,--,,,--,--,--,,,,,,,,,,{}
14139,合肥通用职业技术学院,安徽,合肥市,,,,安徽合肥市,--,--,--,,,--,--,--,,,,,,,,,,{}
14140,安徽工贸职业技术学院,安徽,淮南市,,,,安徽淮南市,--,--,--,1988,1200,安徽省,--,--,--,,,,,,,,,{}
14141,六安职业技术学院,安徽,六安市,,,,安徽六安市,--,--,--,2001,1500,安徽省,--,--,--,,,,,,,,,{}
14142,安徽电子信息职业技术学院,安徽,蚌埠市,,,,安徽蚌埠市,--,--,--,2001,849,安徽省,--,--,--,,,,,,,,,{}
14143,安徽交通职业技术学院,安徽,合肥市,,,,安徽合肥市,--,--,--,,,--,--,--,,,,,,,,,,{}
14144,池州职业技术学院,安徽,池州市,,,,安徽池州市,--,--,--,2002,770,安徽省,--,--,--,,,,,,,,,{}
14145,宣城职业技术学院,安徽,宣城市,,,,安徽宣城市,--,--,--,,,--,--,--,,,,,,,,,,{}
14146,安徽电气工程职业技术学院,安徽,合肥市,,,,安徽合肥市,--,--,--,1979,199,安徽省,--,--,--,,,,,,,,,{}
14147,安徽冶金科技职业学院,安徽,马鞍山市,,,,安徽马鞍山市,--,--,--,,,--,--,--,,,,,,,,,,{}
14148,安徽中澳科技职业学院,安徽,合肥市,,,,安徽合肥市,--,--,--,1979,200,安徽省,--,--,--,,,,,,,,,{}
14149,亳州职业技术学院,安徽,亳州市,,,,安徽亳州市,--,--,--,1987,481,安徽省,--,--,--,,,,,,,,,{}
14150,安徽国防科技职业学院,安徽,六安市,,,,安徽六安市,--,--,--,1974,330,安徽省,--,--,--,,,,,,,,,{}
14151,安徽邮电职业技术学院,安徽,合肥市,,,,安徽合肥市,--,--,--,1948,160,安徽省,--,--,--,,,,,,,,,{}
14152,安徽工业职业技术学院,安徽,铜陵市,,,,安徽铜陵市,--,--,--,1984,760,安徽省,--,--,--,,,,,,,,,{}
14153,芜湖信息技术职业学院,安徽,芜湖市,,,,安徽芜湖市,--,--,--,,,--,--,--,,,,,,,,,,{}
14154,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
14155,湄洲湾职业技术学院,福建,莆田市,,,,福建莆田市,--,--,--,1985,1350,福建省,--,--,--,,,,,,,,,{}
14156,周口职业技术学院,河南,周口市,,,,河南周口市,--,--,--,,,--,--,--,,,,,,,,,,{}
14157,河南质量工程职业学院,河南,平顶山市,,,,河南平顶山市,--,--,--,,,--,--,--,,,,,,,,,,{}
14158,郑州信息科技职业学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14159,郑州工业安全职业学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14160,河南交通职业技术学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14161,郑州职业技术学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14162,荆州理工职业学院,湖北,荆州市,,,,湖北荆州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14163,荆州职业技术学院,湖北,荆州市,,,,湖北荆州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14164,仙桃职业学院,湖北,,省直辖县级行政区划,,,湖北省直辖县级行政区划,--,--,--,,,--,--,--,,,,,,,,,,{}
14165,湖北轻工职业技术学院,湖北,武汉市,,,,湖北武汉市,--,--,--,2004,165,湖北省,--,--,--,,,,,,,,,{}
14166,武汉软件工程职业学院,湖北,武汉市,,,,湖北武汉市,--,--,--,,,--,--,--,,,,,,,,,,{}
14167,湖北生物科技职业学院,湖北,武汉市,,,,湖北武汉市,--,--,--,,,--,--,--,,,,,,,,,,{}
14168,湖北黄冈应急管理职业技术学院,湖北,黄冈市,,,,湖北黄冈市,--,--,--,,,--,--,--,,,,,,,,,,{}
14169,三峡电力职业学院,湖北,宜昌市,,,,湖北宜昌市,--,--,--,,,--,--,--,,,,,,,,,,{}
14170,湖南信息职业技术学院,湖南,长沙市,,,,湖南长沙市,--,--,--,1978,345,湖南省,--,--,--,,,,,,,,,{}
14171,湖南工程职业技术学院,湖南,长沙市,,,,湖南长沙市,--,--,--,,,--,--,--,,,,,,,,,,{}
14172,湖南邮电职业技术学院,湖南,长沙市,,,,湖南长沙市,--,--,--,,,--,--,--,,,,,,,,,,{}
14173,张家界航空工业职业技术学院,湖南,张家界市,,,,湖南张家界市,--,--,--,,,--,--,--,,,,,,,,,,{}
14174,长沙环境保护职业技术学院,湖南,长沙市,,,,湖南长沙市,--,--,--,,,--,--,--,,,,,,,,,,{}
14175,湖南机电职业技术学院,湖南,长沙市,,,,湖南长沙市,--,--,--,,,--,--,--,,,,,,,,,,{}
14176,湖南城建职业技术学院,湖南,湘潭市,,,,湖南湘潭市,--,--,--,,,--,--,--,,,,,,,,,,{}
14177,湖南石油化工职业技术学院,湖南,岳阳市,,,,湖南岳阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14178,长沙电力职业技术学院,湖南,长沙市,,,,湖南长沙市,--,--,--,,,--,--,--,,,,,,,,,,{}
14179,湖南水利水电职业技术学院,湖南,长沙市,,,,湖南长沙市,--,--,--,,,--,--,--,,,,,,,,,,{}
14180,湖南高速铁路职业技术学院,湖南,衡阳市,,,,湖南衡阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14181,湖南铁路科技职业技术学院,湖南,株洲市,,,,湖南株洲市,--,--,--,,,--,--,--,,,,,,,,,,{}
14182,湖南安全技术职业学院,湖南,长沙市,,,,湖南长沙市,--,--,--,,,--,--,--,,,,,,,,,,{}
14183,湖南电气职业技术学院,湖南,湘潭市,,,,湖南湘潭市,--,--,--,,,--,--,--,,,,,,,,,,{}
14184,克拉玛依职业技术学院,新疆,克拉玛依市,,,,新疆克拉玛依市,--,--,--,1956,7220,新疆维吾尔自治区,--,--,--,,,,,,,,,{}
14185,巴音郭楞职业技术学院,新疆,巴音郭楞蒙古自治州,,,,新疆巴音郭楞蒙古自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
14186,新疆石河子职业技术学院,新疆,,自治区直辖县级行政区划,,,新疆自治区直辖县级行政区划,--,--,--,,,--,--,--,,,,,,,,,,{}
14187,山东电力高等专科学校,山东,济南市,,,,山东济南市,--,--,--,1958,1860,山东省,--,--,--,,,,,,,,,{}
14188,山东劳动职业技术学院,山东,济南市,,,,山东济南市,--,--,--,,,--,--,--,,,,,,,,,,{}
14189,山东水利职业学院,山东,日照市,,,,山东日照市,--,--,--,,,--,--,--,,,,,,,,,,{}
14190,山东信息职业技术学院,山东,潍坊市,,,,山东潍坊市,--,--,--,,,--,--,--,,,,,,,,,,{}
14191,青岛港湾职业技术学院,山东,青岛市,,,,山东青岛市,--,--,--,,,--,--,--,,,,,,,,,,{}
14192,山东胜利职业学院,山东,东营市,,,,山东东营市,--,--,--,,,--,--,--,,,,,,,,,,{}
14193,山东工业职业学院,山东,淄博市,,,,山东淄博市,--,--,--,,,--,--,--,,,,,,,,,,{}
14194,济南工程职业技术学院,山东,济南市,,,,山东济南市,--,--,--,2004,1200,山东省,--,--,--,,,,,,,,,{}
14195,山东电子职业技术学院,山东,济南市,,,,山东济南市,--,--,--,,,--,--,--,,,,,,,,,,{}
14196,山东铝业职业学院,山东,淄博市,,,,山东淄博市,--,--,--,,,--,--,--,,,,,,,,,,{}
14197,山东城市建设职业学院,山东,济南市,,,,山东济南市,--,--,--,1980,1235,山东省,--,--,--,,,,,,,,,{}
14198,烟台汽车工程职业学院,山东,烟台市,,,,山东烟台市,--,--,--,,,--,--,--,,,,,,,,,,{}
14199,枣庄科技职业学院,山东,枣庄市,,,,山东枣庄市,--,--,--,1951,1000,山东省,--,--,--,,,,,,,,,{}
14200,云南国土资源职业学院,云南,昆明市,,,,云南昆明市,--,--,--,1978,1051,云南省,--,--,--,,,,,,,,,{}
14201,云南交通职业技术学院,云南,昆明市,,,,云南昆明市,--,--,--,,,--,--,--,,,,,,,,,,{}
14202,云南能源职业技术学院,云南,曲靖市,,,,云南曲靖市,--,--,--,1978,835,云南省,--,--,--,,,,,,,,,{}
14203,云南国防工业职业技术学院,云南,昆明市,,,,云南昆明市,--,--,--,,,--,--,--,,,,,,,,,,{}
14204,云南锡业职业技术学院,云南,红河哈尼族彝族自治州,,,,云南红河哈尼族彝族自治州,--,--,--,2007,634,云南省,--,--,--,,,,,,,,,{}
14205,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
14206,连云港职业技术学院,江苏,连云港市,,,,江苏连云港市,--,--,--,1979,1150,江苏省,--,--,--,,,,,,,,,{}
14207,沙洲职业工学院,江苏,苏州市,,,,江苏苏州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14208,泰州职业技术学院,江苏,泰州市,,,,江苏泰州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14209,江苏电子信息职业学院,江苏,淮安市,,,,江苏淮安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14210,苏州工业园区职业技术学院,江苏,苏州市,,,,江苏苏州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14211,南京科技职业学院,江苏,南京市,,,,江苏南京市,--,--,--,,,--,--,--,,,,,,,,,,{}
14212,宿迁职业技术学院,江苏,宿迁市,,,,江苏宿迁市,--,--,--,,,--,--,--,,,,,,,,,,{}
14213,江阴职业技术学院,江苏,无锡市,,,,江苏无锡市,--,--,--,,,--,--,--,,,,,,,,,,{}
14214,苏州健雄职业技术学院,江苏,苏州市,,,,江苏苏州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14215,盐城工业职业技术学院,江苏,盐城市,,,,江苏盐城市,--,--,--,,,--,--,--,,,,,,,,,,{}
14216,南京机电职业技术学院,江苏,南京市,,,,江苏南京市,--,--,--,,,--,--,--,,,,,,,,,,{}
14217,西安电力高等专科学校,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14218,陕西邮电职业技术学院,陕西,咸阳市,,,,陕西咸阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14219,西安铁路职业技术学院,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14220,贵州航天职业技术学院,贵州,遵义市,,,,贵州遵义市,--,--,--,1984,1484,贵州省,--,--,--,,,,,,,,,{}
14221,贵州电子信息职业技术学院,贵州,黔东南苗族侗族自治州,,,,贵州黔东南苗族侗族自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
14222,贵州电力职业技术学院,贵州,贵阳市,,,,贵州贵阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14223,宁夏工业职业学院,宁夏,银川市,,,,宁夏银川市,--,--,--,,,--,--,--,,,,,,,,,,{}
14224,宁夏建设职业技术学院,宁夏,银川市,,,,宁夏银川市,--,--,--,,,--,--,--,,,,,,,,,,{}
14225,长白山职业技术学院,吉林,白山市,,,,吉林白山市,--,--,--,,,--,--,--,,,,,,,,,,{}
14226,包头铁道职业技术学院,内蒙古,包头市,,,,内蒙古包头市,--,--,--,2008,165,内蒙古自治区,--,--,--,,,,,,,,,{}
14227,山西铁道职业技术学院,山西,太原市,,,,山西太原市,--,--,--,,,--,--,--,,,,,,,,,,{}
14228,辽宁铁道职业技术学院,辽宁,锦州市,,,,辽宁锦州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14229,辽宁建筑职业学院,辽宁,辽阳市,,,,辽宁辽阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14230,徽商职业学院,安徽,合肥市,,,,安徽合肥市,--,--,--,,,--,--,--,,,,,,,,,,{}
14231,江西冶金职业技术学院,江西,新余市,,,,江西新余市,--,--,--,,,--,--,--,,,,,,,,,,{}
14232,河南建筑职业技术学院,河南,郑州市,,,,河南郑州市,--,--,--,1956,600,河南省,--,--,--,,,,,,,,,{}
14233,驻马店职业技术学院,河南,驻马店市,,,,河南驻马店市,--,--,--,,,--,--,--,,,,,,,,,,{}
14234,湖北工程职业学院,湖北,黄石市,,,,湖北黄石市,--,--,--,,,--,--,--,,,,,,,,,,{}
14235,湖南国防工业职业技术学院,湖南,湘潭市,,,,湖南湘潭市,--,--,--,1962,430,湖南省,--,--,--,,,,,,,,,{}
14236,烟台工程职业技术学院,山东,烟台市,,,,山东烟台市,--,--,--,,,--,--,--,,,,,,,,,,{}
14237,临沂职业学院,山东,临沂市,,,,山东临沂市,--,--,--,,,--,--,--,,,,,,,,,,{}
14238,苏州信息职业技术学院,江苏,苏州市,,,,江苏苏州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14239,贵州工业职业技术学院,贵州,贵阳市,,,,贵州贵阳市,--,--,--,1958,1352,贵州省,--,--,--,,,,,,,,,{}
14240,大同煤炭职业技术学院,山西,大同市,,,,山西大同市,--,--,--,,,--,--,--,,,,,,,,,,{}
14241,辽宁城市建设职业技术学院,辽宁,沈阳市,,,,辽宁沈阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14242,辽宁工程职业学院,辽宁,铁岭市,,,,辽宁铁岭市,--,--,--,,,--,--,--,,,,,,,,,,{}
14243,辽宁冶金职业技术学院,辽宁,本溪市,,,,辽宁本溪市,--,--,--,,,--,--,--,,,,,,,,,,{}
14244,苏州工业园区服务外包职业学院,江苏,苏州市,,,,江苏苏州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14245,安徽汽车职业技术学院,安徽,合肥市,,,,安徽合肥市,--,--,--,1985,328,安徽省,--,--,--,,,,,,,,,{}
14246,广东环境保护工程职业学院,广东,佛山市,,,,广东佛山市,--,--,--,2010,450,广东省,--,--,--,,,,,,,,,{}
14247,榆林职业技术学院,陕西,榆林市,,,,陕西榆林市,--,--,--,,,--,--,--,,,,,,,,,,{}
14248,甘肃机电职业技术学院,甘肃,天水市,,,,甘肃天水市,--,--,--,,,--,--,--,,,,,,,,,,{}
14249,重庆化工职业学院,重庆,重庆,,,,重庆市,--,--,--,1964,638,重庆市,--,--,--,,,,,,,,,{}
14250,河北轨道运输职业技术学院,河北,石家庄市,,,,河北石家庄市,--,--,--,2012,1000,河北省,--,--,--,,,,,,,,,{}
14251,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
14252,中国工程物理研究院职工工学院,四川,绵阳市,,,,四川绵阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14253,西安飞机工业公司职工工学院,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14254,西安电力机械制造公司机电学院,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14255,陕西航天职工大学,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14256,西安航空职工大学,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14257,西安铁路工程职工大学,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14258,陕西省建筑工程总公司职工大学,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14259,陕西工运学院,陕西,西安市,,,,陕西西安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14260,潍坊工程职业学院,山东,潍坊市,,,,山东潍坊市,--,--,--,1881,1500,山东省,--,--,--,,,,,,,,,{}
14261,河南机电职业学院,河南,郑州市,,,,河南郑州市,--,--,--,1953,782,河南省,--,--,--,,,,,,,,,{}
14262,许昌电气职业学院,河南,许昌市,,,,河南许昌市,--,--,--,,,--,--,--,,,,,,,,,,{}
14263,重庆安全技术职业学院,重庆,重庆,,,,重庆市,--,--,--,,,--,--,--,,,,,,,,,,{}
14264,湖南交通工程职业技术学院,湖南,衡阳市,,,,湖南衡阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14265,赤峰工业职业技术学院,内蒙古,赤峰市,,,,内蒙古赤峰市,--,--,--,1958,503,内蒙古自治区,--,--,--,,,,,,,,,{}
14266,襄阳汽车职业技术学院,湖北,襄阳市,,,,湖北襄阳市,--,--,--,1955,620,湖北省,--,--,--,,,,,,,,,{}
14267,甘肃有色冶金职业技术学院,甘肃,金昌市,,,,甘肃金昌市,--,--,--,2010,716,甘肃省,--,--,--,,,,,,,,,{}
14268,延边职业技术学院,吉林,延边朝鲜族自治州,,,,吉林延边朝鲜族自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
14269,新疆应用职业技术学院,新疆,伊犁哈萨克自治州,,,,新疆伊犁哈萨克自治州,--,--,--,,,--,--,--,,,,,,,,,,{}
14270,北京科技大学延庆分校,北京,北京,,,,北京市,--,--,--,,,--,--,--,,,,,,,,,,{}
14271,北京工业大学实验学院,北京,北京,,,,北京市,--,--,--,,,--,--,--,,,,,,,,,,{}
14272,河南水利与环境职业学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14273,徐州生物工程职业技术学院,江苏,徐州市,,,,江苏徐州市,--,--,--,1956,1000,江苏省,--,--,--,,,,,,,,,{}
14274,新疆铁道职业技术学院,新疆,乌鲁木齐市,,,,新疆乌鲁木齐市,--,--,--,,,--,--,--,,,,,,,,,,{}
14275,辽宁轨道交通职业学院,辽宁,沈阳市,,,,辽宁沈阳市,--,--,--,1950,512,辽宁省,--,--,--,,,,,,,,,{}
14276,河南工业和信息化职业学院,河南,焦作市,,,,河南焦作市,--,--,--,,,--,--,--,,,,,,,,,,{}
14277,贵州建设职业技术学院,贵州,贵阳市,,,,贵州贵阳市,--,--,--,1979,511,贵州省,--,--,--,,,,,,,,,{}
14278,成都工业职业技术学院,四川,成都市,,,,四川成都市,--,--,--,,,--,--,--,,,,,,,,,,{}
14279,贵州水利水电职业技术学院,贵州,贵阳市,,,,贵州贵阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14280,陕西机电职业技术学院,陕西,宝鸡市,,,,陕西宝鸡市,--,--,--,,,--,--,--,,,,,,,,,,{}
14281,武汉铁路桥梁职业学院,湖北,武汉市,,,,湖北武汉市,--,--,--,,,--,--,--,,,,,,,,,,{}
14282,贵州电子科技职业学院,贵州,安顺市,,,,贵州安顺市,--,--,--,2016,870,贵州省,--,--,--,,,,,,,,,{}
14283,贵州装备制造职业学院,贵州,贵阳市,,,,贵州贵阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14284,新疆工业职业技术学院,新疆,乌鲁木齐市,,,,新疆乌鲁木齐市,--,--,--,,,--,--,--,,,,,,,,,,{}
14285,毕节工业职业技术学院,贵州,毕节市,,,,贵州毕节市,--,--,--,,,--,--,--,,,,,,,,,,{}
14286,重庆安全职业技术学院,重庆,重庆,,,,重庆市,--,--,--,,,--,--,--,,,,,,,,,,{}
14287,哈密职业技术学院,新疆,哈密市,,,,新疆哈密市,--,--,--,1959,441,新疆维吾尔自治区,--,--,--,,,,,,,,,{}
14288,吐鲁番职业技术学院,新疆,吐鲁番市,,,,新疆吐鲁番市,--,--,--,2016,1800,新疆维吾尔自治区,--,--,--,,,,,,,,,{}
14289,博尔塔拉职业技术学院,新疆,博尔塔拉蒙古自治州,,,,新疆博尔塔拉蒙古自治州,--,--,--,2017,985,新疆维吾尔自治区,--,--,--,,,,,,,,,{}
14290,昆明铁道职业技术学院,云南,昆明市,,,,云南昆明市,--,--,--,,,--,--,--,,,,,,,,,,{}
14291,云南水利水电职业学院,云南,昆明市,,,,云南昆明市,--,--,--,,,--,--,--,,,,,,,,,,{}
14292,惠州工程职业学院,广东,惠州市,,,,广东惠州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14293,江苏城乡建设职业学院,江苏,常州市,,,,江苏常州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14294,江苏航空职业技术学院,江苏,镇江市,,,,江苏镇江市,--,--,--,,,--,--,--,,,,,,,,,,{}
14295,江苏安全技术职业学院,江苏,徐州市,,,,江苏徐州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14296,河南轻工职业学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14297,河南物流职业学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14298,河南测绘职业学院,河南,郑州市,,,,河南郑州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14299,湖北铁道运输职业学院,湖北,武汉市,,,,湖北武汉市,--,--,--,,,--,--,--,,,,,,,,,,{}
14300,云南轻纺职业学院,云南,昆明市,,,,云南昆明市,--,--,--,2017,431,云南省,--,--,--,,,,,,,,,{}
14301,贵州航空职业技术学院,贵州,贵阳市,,,,贵州贵阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14302,喀什职业技术学院,新疆,喀什地区,,,,新疆喀什地区,--,--,--,2019,1103,新疆维吾尔自治区,--,--,--,,,,,,,,,{}
14303,铁门关职业技术学院,新疆,乌鲁木齐市,,,,新疆乌鲁木齐市,--,--,--,,,--,--,--,,,,,,,,,,{}
14304,青岛工程职业学院,山东,青岛市,,,,山东青岛市,--,--,--,2019,509,山东省,--,--,--,,,,,,,,,{}
14305,神木职业技术学院,陕西,榆林市,,,,陕西榆林市,--,--,--,2018,1028,陕西省,--,--,--,,,,,,,,,{}
14306,克孜勒苏职业技术学院,新疆,克孜勒苏柯尔克孜自治州,,,,新疆克孜勒苏柯尔克孜自治州,--,--,--,1958,1026,新疆维吾尔自治区,--,--,--,,,,,,,,,{}
14307,阿勒泰职业技术学院,新疆,阿勒泰地区,,,,新疆阿勒泰地区,--,--,--,,,--,--,--,,,,,,,,,,{}
14308,邯郸科技职业学院,河北,邯郸市,,,,河北邯郸市,--,--,--,2020,850,河北省,--,--,--,,,,,,,,,{}
14309,山西通用航空职业技术学院,山西,大同市,,,,山西大同市,--,--,--,2020,556,山西省,--,--,--,,,,,,,,,{}
14310,鞍山职业技术学院,辽宁,鞍山市,,,,辽宁鞍山市,--,--,--,,,--,--,--,,,,,,,,,,{}
14311,濮阳石油化工职业技术学院,河南,濮阳市,,,,河南濮阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14312,南阳科技职业学院,河南,南阳市,,,,河南南阳市,--,--,--,,,--,--,--,,,,,,,,,,{}
14313,广西制造工程职业技术学院,广西,南宁市,,,,广西南宁市,--,--,--,,,--,--,--,,,,,,,,,,{}
14314,塔城职业技术学院,新疆,塔城地区,,,,新疆塔城地区,--,--,--,,,--,--,--,,,,,,,,,,{}
14315,石嘴山工贸职业技术学院,宁夏,石嘴山市,,,,宁夏石嘴山市,--,--,--,2020,1300,宁夏回族自治区,--,--,--,,,,,,,,,{}
14316,广州南洋理工职业学院,广东,广州市,,,,广东广州市,--,--,--,,,--,--,--,,,,,,,,,,{}
14317,上海济光职业技术学院,上海,上海,,,,上海市,--,--,--,,,--,--,--,,,,,,,,,,{}
14318,石家庄科技信息职业学院,河北,石家庄市,,,,河北石家庄市,--,--,--,,,--,--,--,,,,,,,,,,{}
14319,石家庄工程职业学院,河北,石家庄市,,,,河北石家庄市,--,--,--,,,--,--,--,,,,,,,,,,{}
14320,保定科技职业学院,河北,保定市,,,,河北保定市,--,--,--,,,--,--,--,,,,,,,,,,{}
14321,四川托普信息技术职业学院,四川,成都市,,,,四川成都市,--,--,--,,,--,--,--,,,,,,,,,,{}
14322,炎黄职业技术学院,江苏,淮安市,,,,江苏淮安市,--,--,--,,,--,--,--,,,,,,,,,,{}
14323,江西航空职业技术学院,江西,南昌市,,,,江西南昌市,--,--,--,,,--,--,--,,,,,,,,,,{}
14324,广州现代信息工程职业技术学院,广东,广州市,,,,广东广州市,--,--,--,,,--,--,--,,,,,,,,,,{}
